,names,address,phone,web,description,category,city,link,long,lat,principal
85,Fight Club,24 ave 47-64 zona 12 Prados de Monte Maria,tel:(5025) 4522-0530,https://directorio.guatemala.com/listing_reports.php?report=website&id=259,"La cualidad dual de Fight Club Guatemala le define como un ejército y una familia donde cada miembro es valioso y estimado; desde el más pequeño, hasta el más grande. El sentido de pertenencia y la solidaridad que se vive en Fight Club es singular.

Fight Club Guatemala es una organización de Artes Marciales Mixtas establecida en diciembre de 1,999, como una sucursal de Grizzly Gym International.",artes marciales,Guatemala - Guatemala,"https://www.google.com/maps/place/Fight+Club+Guatemala/@14.5672602,-90.568837,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a12b0cd170bd:0x1a75963f47c7d756!8m2!3d14.5672604!4d-90.5600822",-90.568837,14.5672602,"{'type': 'Point', 'coordinates': ['-90.568837', '14.5672602']}"
86,Fiore,Av Americas 9-55 Plaza Oro L 10,(+502) 2366 7166,,,Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Avenida+Las+Americas+9-55,+Cdad.+de+Guatemala,+Guatemala/@14.5865323,-90.5288686,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a3e73ec0ae71:0xc077bb37e0c53275!8m2!3d14.5865325!4d-90.5201138",-90.5288686,14.5865323,"{'type': 'Point', 'coordinates': ['-90.5288686', '14.5865323']}"
87,Fitness One - Cayalá,Diagonal 35 Boulevard Austriaco 16-25 Zona 16 Cardales de Cayalá.,+502 2491-4333,https://fitnessone.com.gt/,"Todo lo que necesitas para transformar tu vida y tu cuerpo, las mejores ubicaciones, personal capacitado para hacer del ejercicio parte de tu vida.",Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Fitness+One+Cayal%C3%A1/@14.6119898,-90.491354,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a2fdf1226043:0x6da0ebba1157c760!8m2!3d14.61199!4d-90.4825992",-90.491354,14.6119898,"{'type': 'Point', 'coordinates': ['-90.491354', '14.6119898']}"
88,Fitness One - Pradera,Boulevar Los Próceres 25-74 Zona 10,+502 2423-6000,https://fitnessone.com.gt/,"Todo lo que necesitas para transformar tu vida y tu cuerpo, las mejores ubicaciones, personal capacitado para hacer del ejercicio parte de tu vida.",Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Fitness+One+Pradera/@14.5790628,-90.5032207,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a39b0f7c8021:0x16866d9858c90363!8m2!3d14.579063!4d-90.4944659",-90.5032207,14.5790628,"{'type': 'Point', 'coordinates': ['-90.5032207', '14.5790628']}"
89,Fitness One - RUS,Calzada Roosevelt 12-76 zona 7 C.C. RUS,+502 2226-2226,https://fitnessone.com.gt/,"Todo lo que necesitas para transformar tu vida y tu cuerpo, las mejores ubicaciones, personal capacitado para hacer del ejercicio parte de tu vida.",Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Fitness+One+Roosevelt/@14.579021,-90.6345521,11z/data=!4m8!1m2!2m1!1sfitness+one+russ!3m4!1s0x8589a1e1ff2b1159:0xe4edae1d37a2440a!8m2!3d14.6224274!4d-90.5500643",-90.6345521,14.579021,"{'type': 'Point', 'coordinates': ['-90.6345521', '14.579021']}"
90,Fitness One - Sankris Mall,3ra. Calle Sector A-3 Boulevard San Cristóbal 6-72 Zona 8 de Mixco,+502 2424-4848,https://fitnessone.com.gt/,"Todo lo que necesitas para transformar tu vida y tu cuerpo, las mejores ubicaciones, personal capacitado para hacer del ejercicio parte de tu vida.",Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Fitness+One+San+Crist%C3%B3bal/@14.6114021,-90.606463,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a088632dc347:0xc6f01f942f9f226d!8m2!3d14.6114023!4d-90.5977082",-90.606463,14.6114021,"{'type': 'Point', 'coordinates': ['-90.606463', '14.6114021']}"
91,Full Contact Studio,2 C 10-06 Z-1,(+502) 2232 6575,,,Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Gimnasio+Full+Contact+Studio/@14.6461472,-90.5173697,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a2129b458345:0x99ed6bbb329ed060!8m2!3d14.6461474!4d-90.5086149",-90.5173697,14.6461472,"{'type': 'Point', 'coordinates': ['-90.5173697', '14.6461472']}"
92,FUNFIT Studio,"15 Avenida ""B"" 12-16 Zona 11",tel:+(502) 4212-3730,,"Con Funfit Studio atrévete, descubre y experimenta una forma diferente de estar FIT por medio de Pole Dance/Fitness. ¡Con clases personalizadas y divertidas!","Pole Dance, TRX",Guatemala - Guatemala,"https://www.google.com/maps/place/15+Avenida+1216,+Cdad.+de+Guatemala,+Guatemala/@14.6122202,-90.5610531,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a1a79a5251b1:0xf8ec51bec9502d90!8m2!3d14.6122204!4d-90.5522983",-90.5610531,14.6122202,"{'type': 'Point', 'coordinates': ['-90.5610531', '14.6122202']}"
93,Futeca Gym - Miraflores,"22 avenida, 7ma. calle zona 11, Paseo Miraflores",Teléfono: +502 22253200,https://futecagym.com/,"Futeca Gym, es un gimnasio que nace en el 2010. Enfocado en mejorar la calidad de vida de sus socios, a través del ejercicio, una buena alimentación y la creación de comunidades estrechas entre socios.",Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Futeca+Gym+Miraflores/@14.620572,-90.5641941,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a1afa18f4f01:0x8879dbc17cf60d37!8m2!3d14.6205722!4d-90.5554393",-90.5641941,14.620572,"{'type': 'Point', 'coordinates': ['-90.5641941', '14.620572']}"
94,Futeca Gym - Naranjo,"23 calle 10-00 Zona 4 Condado Naranjo , local 240 Naranjo Mall",Whatsapp: +502 410001310,https://futecagym.com/,"Futeca Gym, es un gimnasio que nace en el 2010. Enfocado en mejorar la calidad de vida de sus socios, a través del ejercicio, una buena alimentación y la creación de comunidades estrechas entre socios.",Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Futeca+Sport+GYM+El+Naranjo/@14.6205693,-90.5904589,13z/data=!4m8!1m2!2m1!1sfuteca+gym+naranjo!3m4!1s0x8589a13e109e4db3:0xce0c3d218fc704b7!8m2!3d14.6507597!4d-90.5430967",-90.5904589,14.6205693,"{'type': 'Point', 'coordinates': ['-90.5904589', '14.6205693']}"
95,Futeca Gym - Portales,"CA-9 Norte Rural al Atlántico, 3-20, zona 17. Centro Comercial Portales, Local 255. Parqueo 2do Nivel",Teléfono +502 22147100,https://futecagym.com/,"Futeca Gym, es un gimnasio que nace en el 2010. Enfocado en mejorar la calidad de vida de sus socios, a través del ejercicio, una buena alimentación y la creación de comunidades estrechas entre socios.",Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Centro+Comercial+Portales+Guatemala/@14.6471278,-90.4904942,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a2858b795577:0x148c20c396c75cd8!8m2!3d14.647128!4d-90.4817394",-90.4904942,14.6471278,"{'type': 'Point', 'coordinates': ['-90.4904942', '14.6471278']}"
96,Futeca Gym - Pradera Concepción,"Km. 15.5 Carretera a El Salvador, Finca Concepción interior C.C. Pradera Concepción, Santa Catarina Pinula",Teléfono: +502 66339866,https://futecagym.com/,"Futeca Gym, es un gimnasio que nace en el 2010. Enfocado en mejorar la calidad de vida de sus socios, a través del ejercicio, una buena alimentación y la creación de comunidades estrechas entre socios.",Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Futeca+Sport+GYM+Pradera+Concepci%C3%B3n/@14.5534248,-90.4616518,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a4b278ab1aa5:0xa25c7fabce00a124!8m2!3d14.553425!4d-90.452897",-90.4616518,14.5534248,"{'type': 'Point', 'coordinates': ['-90.4616518', '14.5534248']}"
97,Futeca Gym - San Cristóbal,Blvd. Principal 19-65 sector B1 San Cristóbal zona 8 de Mixco,Teléfono +502 24796470,https://futecagym.com/,"Futeca Gym, es un gimnasio que nace en el 2010. Enfocado en mejorar la calidad de vida de sus socios, a través del ejercicio, una buena alimentación y la creación de comunidades estrechas entre socios.",Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Futeca+Sport+GYM+San+Cristobal/@14.5933628,-90.5866068,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a0ebfd71da89:0xd449b29551590b92!8m2!3d14.593363!4d-90.577852",-90.5866068,14.5933628,"{'type': 'Point', 'coordinates': ['-90.5866068', '14.5933628']}"
98,Futeca Gym - Zona 14,"10ma. Avenida 10-50 zona 14. Plaza Futeca, Local 21",Teléfono: +502 22136900,https://futecagym.com/,"Futeca Gym, es un gimnasio que nace en el 2010. Enfocado en mejorar la calidad de vida de sus socios, a través del ejercicio, una buena alimentación y la creación de comunidades estrechas entre socios.",Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Futeca+Sport+Gym+Zona+14/@14.5933209,-90.7179382,11z/data=!4m8!1m2!2m1!1sfuteca+gym+zona+14!3m4!1s0x8589a3e8a508e5b3:0xebb704721f7b3be6!8m2!3d14.582708!4d-90.515705",-90.7179382,14.5933209,"{'type': 'Point', 'coordinates': ['-90.7179382', '14.5933209']}"
99,Futeca Playball,Km20.8 Carr A El Salvador Fraijanes,(+502) 2424 3939,,,deportes,Guatemala - Guatemala,"https://www.google.com/maps/search/futeca+playball/@14.584182,-90.5231594,15z/data=!3m1!4b1",-90.5231594,14.584182,"{'type': 'Point', 'coordinates': ['-90.5231594', '14.584182']}"
100,Gimnasio Coloso,Av 20-30 Zona 3 Guatemala Ciudad,(+502) 2230 4660,,,deportes,Guatemala - Guatemala,"https://www.google.com/maps/place/Gimnasio+Coloso/@14.630394,-90.5349415,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a168d8e912bb:0x2c87284121561f5e!8m2!3d14.6303942!4d-90.5261867",-90.5349415,14.630394,"{'type': 'Point', 'coordinates': ['-90.5349415', '14.630394']}"
101,Gimnasio Curves Antigua,"Salida a Ciudad Vieja No. 25, Hotel Real Plaza",tel:+(502) 7832-0770,https://directorio.guatemala.com/listing_reports.php?report=website&id=1816,Curves es el centro de fitness más grande del mundo diseñado especialmente para mujeres. Puedes perder peso con solo 30 minutos diarios 3 veces a la semana.,"Zumba, TRX, Pilates",Guatemala - Guatemala,"https://www.google.com/maps/place/Hotel+Real+Plaza/@14.5523608,-90.7466352,15z/data=!3m1!4b1!4m8!3m7!1s0x85890e129ad8cd79:0x685de270eac37da4!5m2!4m1!1i2!8m2!3d14.552361!4d-90.7378804",-90.7466352,14.5523608,"{'type': 'Point', 'coordinates': ['-90.7466352', '14.5523608']}"
102,Gimnasio Fitness Extreme,14av 19-50 Z4,,,,deportes,Guatemala - Guatemala,"https://www.google.com/maps/place/Gimnasio+Fitness+Extreme/@14.653564,-90.5470287,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a1e397783f4b:0xad13d9304527ff0f!8m2!3d14.6535642!4d-90.5382739",-90.5470287,14.653564,"{'type': 'Point', 'coordinates': ['-90.5470287', '14.653564']}"
103,Globaltone,5 Av 8-40 Z 01,(+502) 2238 4699,,,deportes,Guatemala - Guatemala,"https://www.google.com/maps/place/5+Av+8,+Cdad.+de+Guatemala,+Guatemala/@14.6305381,-90.5252311,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a2234af52265:0xd4d3d2419b067373!8m2!3d14.6305383!4d-90.5164763",-90.5252311,14.6305381,"{'type': 'Point', 'coordinates': ['-90.5252311', '14.6305381']}"
104,"Grupo Aquatic, S.A.","Km 17.5 Boulevard San José Villa Nueva, Frente A Guatemarmol",(+502) 2312 0808,www.aquaticcenterguate.com,"Clases de natación para bebés, niños y adultos. Nado libre para adultos, aquaerobics, rehabilitación y mujeres embarazadas.
Somos un centro de enseñanza donde nuestra experiencia como nadadores olímpicos nos ha dado el amor al agua,  algo que queremos compartir con los niños. Ofrecemos programas para todas las edades,  niveles de aprendizaje y gustos particulares.",natacion,Guatemala - Guatemala,"https://www.google.com/maps/place/Guatemarmol/@14.5418834,-90.6096947,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a770b4bc4c8d:0xd372e34c4d4e0dcc!8m2!3d14.5418836!4d-90.6009399",-90.6096947,14.5418834,"{'type': 'Point', 'coordinates': ['-90.6096947', '14.5418834']}"
105,Gt Aviation,Avenida Hincapié y 18 Calle Zona 13 Hangar K-2,(+502) 2458 4307,,,aviacion,Guatemala - Guatemala,"https://www.google.com/maps/place/Gt+Aviation/@14.5818761,-90.5384752,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a1594ee24b5d:0x9fb563d89466baed!8m2!3d14.5818763!4d-90.5297204",-90.5384752,14.5818761,"{'type': 'Point', 'coordinates': ['-90.5384752', '14.5818761']}"
106,Hacienda Nueva Country Club,Km 24.5 Ruta Nacional 18 San José Pinula Mataquescuintla,(+502) 6628 1000,http://www.haciendanueva.gt,,deportes,Guatemala - Guatemala,"https://www.google.com/maps/place/Hacienda+Nueva+Country+Club/@14.5392861,-90.4070474,15z/data=!3m1!4b1!4m5!3m4!1s0x8589bbbe7a914f37:0x741ebd72e7ab0aec!8m2!3d14.5392863!4d-90.3982926",-90.4070474,14.5392861,"{'type': 'Point', 'coordinates': ['-90.4070474', '14.5392861']}"
107,Heroes Academy Guatemala,"6a. avenida 3-39 zona 1, Ciudad de Guatemala Ver mapa.",5132-2501,https://es-la.facebook.com/HeroesCompanyGT/,"Heroes Academy es una academia especializada y certificada internacionalmente por ""UPPSALA Loves Hip Hop"", de Suecia, en Street Dance. Lo mejor es que vas a encontrar clases de géneros urbanos como el Popping, Locking, Breaking, Krumping, House, Waacking, Vogue, Hip-Hop Old School y New Style, Jazz-Funk, Dancehall y Ragga Jam. ¡Te va a encantar!",Baile,Guatemala - Guatemala,"https://www.google.com/maps/place/6A+Avenida+339,+Cdad.+de+Guatemala,+Guatemala/@14.6450358,-90.5141724,18.26z/data=!4m5!3m4!1s0x8589a211c87ab2e7:0xb073449578d1f21b!8m2!3d14.6452706!4d-90.5134782",-90.5141724,14.6450358,"{'type': 'Point', 'coordinates': ['-90.5141724', '14.6450358']}"
108,Hogarama Sport,Calzada Aguilar Batres 34-70 Zona 11 Centro Comercial Galerias Del Sur Guatemala Ciudad,(+502) 2476 8166,,,deportes,Guatemala - Guatemala,"https://www.google.com/maps/place/Edificio+Galer%C3%ADas+del+Sur,+Calz.+Aguilar+Batres+34-80,+Cdad.+de+Guatemala+01011,+Guatemala/@14.5903969,-90.569666,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a11f04e4b6a7:0xdd5886dbaea2121a!8m2!3d14.5903971!4d-90.5609112",-90.569666,14.5903969,"{'type': 'Point', 'coordinates': ['-90.569666', '14.5903969']}"
109,Icom Hitech,C.C. Gran Via Local 01 Zona 07,(+502) 2475 2508,,,Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Gran+V%C3%ADa+Roosevelt/@14.6243425,-90.5611286,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a1bae767bc09:0x7384ae5fab50e340!8m2!3d14.6243427!4d-90.5523738",-90.5611286,14.6243425,"{'type': 'Point', 'coordinates': ['-90.5611286', '14.6243425']}"
110,In Motion Dance & Fitness Guatemala,"8a. Calle 28-00, zona 11 interior Parque Comercial Las Majadas Local 37, Ciudad de Guatemala Ver mapa.",4226-3000,http://www.inmotiongt.com/,In Motion Dance & Fitness es un centro muy completo para aprender a bailar y a la vez para ejercitarte de una manera muy entretenida. Cuentan con 10 años de experiencia y ofrecen desde danza árabe hasta clases grupales de bachata o salsa. Lo mejor es que ofrecen la opción de pagar por clase para que pruebes las distintas disciplinas. Sin duda te va a encantar.,Baile,Guatemala - Guatemala,"https://www.google.com/maps/place/In+Motion+Dance+%26+Fitness/@14.6216878,-90.5711508,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a1ad46c4441d:0x13c6ecb7721cc2d5!8m2!3d14.621688!4d-90.562396",-90.5711508,14.6216878,"{'type': 'Point', 'coordinates': ['-90.5711508', '14.6216878']}"
111,Indesa (Scandinavia Gym),C.C. Chuckee Chese Local 6 Zona 9 Blvd Liberacion 6-31 Z9,(+502) 2377 3012,,,deportes,Guatemala - Guatemala,"https://www.google.com/maps/place/Chuck+E.+Cheese's/@14.6216878,-90.5711508,15z/data=!4m5!3m4!1s0x8589a1b06a537625:0x4d0288ec5dd03e56!8m2!3d14.6245457!4d-90.5515432",-90.5711508,14.6216878,"{'type': 'Point', 'coordinates': ['-90.5711508', '14.6216878']}"
112,Invictus Performance Training,"8a. avenida 6-63, Zona 14",2367 1239,https://www.facebook.com/invictusperformance/,crossfit,crossfit,Guatemala - Guatemala,"https://www.google.com/maps/place/INVICTUS+Performance+Training/@14.5859324,-90.5220585,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a3de053c6ac7:0xc2493d022bdedb0e!8m2!3d14.5859326!4d-90.5133037",-90.5220585,14.5859324,"{'type': 'Point', 'coordinates': ['-90.5220585', '14.5859324']}"
113,Ka Synergy,18 Calle 15-51 Zona 13,tel:+(502) 2362-6530,https://directorio.guatemala.com/listing_reports.php?report=website&id=553,"Ka Synergy es un concepto de formación con artes marciales y fitness, para toda la familia. Hay programas apropiados para cada etapa del desarrollo.

Utilizamos la licencia Skillz y Hyper para nuestros programas de arte marcial dividiendo las etapas del desarrollo del alumno en edades y ventanas especificas",Artes Marciales,Guatemala - Guatemala,"https://www.google.com/maps/place/18+Calle+1551,+Cdad.+de+Guatemala,+Guatemala/@14.579892,-90.5329934,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a3e25be0dd29:0x9567f2eeea7625af!8m2!3d14.5798922!4d-90.5242386",-90.5329934,14.579892,"{'type': 'Point', 'coordinates': ['-90.5329934', '14.579892']}"
114,Metro Bowl,Cl 2 Bul Vista Hermosa 15-93 Zona 15,(+502) 2243 2424,http://www.metrobowl.com.gt,,boliche,Guatemala - Guatemala,"https://www.google.com/maps/place/Metro+Bowl/@14.6010065,-90.5072849,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a3b06925d9e5:0x20f5a30ed7a4d228!8m2!3d14.6010067!4d-90.4985301",-90.5072849,14.6010065,"{'type': 'Point', 'coordinates': ['-90.5072849', '14.6010065']}"
115,Micheo Boxing by Futeca Oakland Mall,"Diagonal 6, 13-01 zona 10",tel:+(502) 2336-5569,,"En Micheo Boxing by Futeca somos una academia de boxeo diferente, ya que brindamos un servicio personalizado y tenemos el aval de la Federación Nacional de Boxeo de Guatemala. Contamos con el equipo completo y las instalaciones adecuadas para ti.

Nuestro objetivo es crear una condición fisica. Que nuestros estudiantes aprendan a boxear. Mejorar su estilo de vida, resistencia y fuerza. Eliminar estres y % de grasa",Boxeo,Guatemala - Guatemala,"https://www.google.com/maps/place/Oakland+Mall/@14.6010038,-90.5335497,13z/data=!4m8!1m2!2m1!1soakland+mall!3m4!1s0x8589a3c793b98d83:0xeef9af0a626eb633!8m2!3d14.5987057!4d-90.5076063",-90.5335497,14.6010038,"{'type': 'Point', 'coordinates': ['-90.5335497', '14.6010038']}"
116,Micheo Boxing by Futeca Zona 14,10a Avenida 10-50 Zona 14,tel:+(502) 2366-8052,,"En Micheo Boxing by Futeca somos una academia de boxeo diferente, ya que brindamos un servicio personalizado y tenemos el aval de la Federación Nacional de Boxeo de Guatemala. Contamos con el equipo completo y las instalaciones adecuadas para ti.

Nuestro objetivo es crear una condición fisica. Que nuestros estudiantes aprendan a boxear. Mejorar  su estilo de vida, resistencia y fuerza. Eliminar estres y % de grasa",Boxeo,Guatemala - Guatemala,"https://www.google.com/maps/place/Futeca,+Cdad.+de+Guatemala,+Guatemala/@14.584182,-90.5231594,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a3e8e6684697:0x92844045fa0f1e60!8m2!3d14.5841756!4d-90.514338",-90.5231594,14.584182,"{'type': 'Point', 'coordinates': ['-90.5231594', '14.584182']}"
117,Mix Fun Fitness,Km. 14 Carretera a El Salvador,tel:+(502) 6685-2344,,"Con Mix Fun Fitness únete a la fiesta. Ve por lo saludable, diviértete y ponte en forma. Olvida el ejercicio, solo piérdete en la original fiesta de baile fitness.","Pesas, Zumba, Pilates",Guatemala - Guatemala,"https://www.google.com/maps/place/Centro+Comercial+Escala/@14.5587625,-90.4714664,15z/data=!4m13!1m7!3m6!1s0x8589a4a425bc0cd9:0xa347fa0d4bd91c64!2sCarr.+a+El+Salvador+14,+Guatemala!3b1!8m2!3d14.5587627!4d-90.4627116!3m4!1s0x8589a4a4307defe7:0x454b8065d7281a8!8m2!3d14.5592343!4d-90.4618858",-90.4714664,14.5587625,"{'type': 'Point', 'coordinates': ['-90.4714664', '14.5587625']}"
118,Monkey Business Calisthenics,"15 Avenida y 4a. Calle 3-15, Zona 14",tel:+(502) 5917-0558,,"En Monkey Business Calisthenics verás forma segura y divertida de ejercitarse, en la cual se utiliza únicamente el peso corporal como resistencia en los entrenos. Los movimientos principales son pullups, push ups, dips, squats, handstands, jumps. Los cuales pueden evolucionar a movimientos más complejos como el muscle up, planche, human flag front y back lever, entre muchos otros.","Calisthenia, TRX",Guatemala - Guatemala,"https://www.google.com/maps/place/Monkey+Business+Calisthenics/@14.58755,-90.5229046,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a3e82d886539:0xf6473bed885a9f73!8m2!3d14.5875502!4d-90.5141498",-90.5229046,14.58755,"{'type': 'Point', 'coordinates': ['-90.5229046', '14.58755']}"
119,Neurogym Antigua,5a. Avenida Norte #17,tel:(502) 7831-5210 | 5892-2527,https://directorio.guatemala.com/listing_reports.php?report=website&id=1821,"Neurogym Antigua ofrece un programa de estimulación temprana, enfocado en cuatro áreas de desarrollo: neurofísca, neurocognitiva, neurolingüística, y socio-emocional.",Pesas,Guatemala - Guatemala,"https://www.google.com/maps/place/5a+Avenida+Norte+17,+Antigua+Guatemala,+Guatemala/@14.5585869,-90.7429278,15z/data=!3m1!4b1!4m5!3m4!1s0x85890e74aa9ba5a3:0xa14f853522559c5c!8m2!3d14.5585871!4d-90.734173",-90.7429278,14.5585869,"{'type': 'Point', 'coordinates': ['-90.7429278', '14.5585869']}"
120,New Time Crew,6 Avenida 3-39 Nivel 3 Zona 1,(+502) 5922 7937,,,ballet,Guatemala - Guatemala,"https://www.google.com/maps/place/TrovaRock/@14.6456798,-90.515164,16.66z/data=!4m5!3m4!1s0x8589a211c620456f:0x2f1a04ae383afed5!8m2!3d14.6453673!4d-90.5133715",-90.515164,14.6456798,"{'type': 'Point', 'coordinates': ['-90.515164', '14.6456798']}"
121,OB CrossFit,23 Calle 14-75 Zona 4,tel:+(502) 2333-0512,https://directorio.guatemala.com/listing_reports.php?report=website&id=487,"En OB CrossFit somos un centro de crossfit ubicado en Condado Naranjo de la Ciudad de Guatemala, contamos con las mejores instalaciones y el mejor equipo que hará que los resultados deseados se vean en muy poco tiempo.",Crossfit,Guatemala - Guatemala,"https://www.google.com/maps/place/OB+Crossfit/@14.65296,-90.547315,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a1e40a909d0b:0x759a3f3cbc210ef6!8m2!3d14.6529602!4d-90.5385602",-90.547315,14.65296,"{'type': 'Point', 'coordinates': ['-90.547315', '14.65296']}"
122,Okinawan Goju Ryu,Avenida Las Américas 17-16,tel:+(502) 2334-5697,https://directorio.guatemala.com/listing_reports.php?report=website&id=7695,"Okinawan Goju Ryu en Guatemala es dojo que desde 1987 enseña esta disciplina, dirigida por el Sensei Fernando Ramírez desde hace más de 23 años.

Sensei Ramirez obtuvo su cinta negra en 1977 bajo la guía y organización del Master Seikichi Toguchi, alumno directo de Master Chojun Miyagi. Sensei Ramirez viajó a Okinawa, China, India, Nepal. Aparte de karate, aprendió acupuntura y tai-chi-chuan estilo Chen.",Artes Marciales,Guatemala - Guatemala,"https://www.google.com/maps/search/Avenida+Las+Am%C3%A9ricas+17-16/@14.5773587,-90.5257858,17z/data=!3m1!4b1",-90.5257858,14.5773587,"{'type': 'Point', 'coordinates': ['-90.5257858', '14.5773587']}"
123,Olé Flamenco En Guatemala,"Centro Comercial San Cristobal, Cdad. de Guatemala, Guatemala",,,,,,"https://www.google.com/maps/place/Ol%C3%A9!+Escuela+De+Arte+Flamenco/@14.581349,-90.6327401,12z/data=!4m8!1m2!2m1!1sOl%C3%A9+Flamenco+guatemala!3m4!1s0x0:0x48c10e53e288ab31!8m2!3d14.5953161!4d-90.5795932",-90.6327401,14.581349,"{'type': 'Point', 'coordinates': ['-90.6327401', '14.581349']}"
124,Olé Flamenco En Guatemala,"Centro Comercial San Cristobal, Cdad. de Guatemala, Guatemala",,,,,,"https://www.google.com/maps/place/Ol%C3%A9!+Las+Am%C3%A9ricas/@14.581349,-90.6327401,12z/data=!4m8!1m2!2m1!1sOl%C3%A9+Flamenco+guatemala!3m4!1s0x0:0xdfd35ad1b9db3242!8m2!3d14.5893357!4d-90.5204129",-90.6327401,14.581349,"{'type': 'Point', 'coordinates': ['-90.6327401', '14.581349']}"
125,OM Yoga,6ta. Avenida 20-42 zona 10,tel:+(502) 2333-4310,https://directorio.guatemala.com/listing_reports.php?report=website&id=260,"Para OM Yoga, el yoga es el camino para evolucionar y dejar de sufrir. Vivimos en un mundo donde todo nos bloquea de la verdadera felicidad interna y al hacer yoga abrimos un espacio hacia nuevas posibilidades que nos da la vida.

Nuestro equipo está conformado por instructores y asistentes capacitados para asistirte y ayudarte en el camino que hoy inicias en OM. Cada profesor lleno de luz, está certificado en su estilo de yoga para servirte como un guía en tu práctica personal al entrar por las puertas de nuestro estudio.",Yoga,Guatemala - Guatemala,"https://www.google.com/maps/place/Om+Yoga+Vista+Hermosa/@14.5860981,-90.4960992,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a3757baaa8cd:0x1ac7023aea730c30!8m2!3d14.5860983!4d-90.4873444",-90.4960992,14.5860981,"{'type': 'Point', 'coordinates': ['-90.4960992', '14.5860981']}"
126,OM Yoga,Design Center,,,,,,"https://www.google.com/maps/place/Om+Yoga+Guatemala/@14.5902727,-90.5215778,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a3eaa83ddb13:0xba0ec347c32568e6!8m2!3d14.5902729!4d-90.512823",-90.5215778,14.5902727,"{'type': 'Point', 'coordinates': ['-90.5215778', '14.5902727']}"
127,Partido,2A. Calle 36-369 Z.7,(+502) 2439 4388,,,deportes,Guatemala - Guatemala,"https://www.google.com/maps/place/Partido/@14.6349152,-90.5746497,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a0357fbd3415:0x3e641f851d80aae1!8m2!3d14.6349154!4d-90.5658949",-90.5746497,14.6349152,"{'type': 'Point', 'coordinates': ['-90.5746497', '14.6349152']}"
128,Pilates Powerhouse Studio,Cl 16 22-40 Z 10,(+502) 2337 1283,,,deportes,Guatemala - Guatemala,"https://www.google.com/maps/place/16+Calle+22,+Cdad.+de+Guatemala,+Guatemala/@14.5835608,-90.4980488,17.27z/data=!4m5!3m4!1s0x8589a39997d97c47:0xdcfba2629aaedc6b!8m2!3d14.5839205!4d-90.4957649",-90.4980488,14.5835608,"{'type': 'Point', 'coordinates': ['-90.4980488', '14.5835608']}"
