,names,city,address,phone,web,description,category
250,Fight Club,Guatemala - Guatemala,24 ave 47-64 zona 12 Prados de Monte Maria,tel:(5025) 4522-0530,https://directorio.guatemala.com/listing_reports.php?report=website&id=259,"La cualidad dual de Fight Club Guatemala le define como un ejército y una familia donde cada miembro es valioso y estimado; desde el más pequeño, hasta el más grande. El sentido de pertenencia y la solidaridad que se vive en Fight Club es singular.

Fight Club Guatemala es una organización de Artes Marciales Mixtas establecida en diciembre de 1,999, como una sucursal de Grizzly Gym International.","Artes Marciales
                                    

                                                                                                                                 y
                                                                                                                            Boxeo"
251,CrossFit 502 Carr. a El Salvador,Guatemala - Guatemala,Km. 14.5 Carretera a El Salvador,tel:+(502) 6637-3778,https://directorio.guatemala.com/listing_reports.php?report=website&id=3448,"En CrossFit 502 nos enfocamos en que nuestros miembros alcancen un nivel más alto de acondicionamiento físico y desempeño general, con un programa de entrenamiento diferente, divertido y que genera resultados.

Nuestra filosofía se basa en entrenamientos personalizados en un ambiente grupal, con entrenadores certificados que guiarán cada una de las sesiones. Los resultados de nuestros miembros, son el reflejo del esfuerzo y sacrificio que entregan en cada entreno.",Crossfit
252,Neurogym Antigua,Guatemala - Guatemala,5a. Avenida Norte #17,tel:(502) 7831-5210 | 5892-2527,https://directorio.guatemala.com/listing_reports.php?report=website&id=1821,"Neurogym Antigua ofrece un programa de estimulación temprana, enfocado en cuatro áreas de desarrollo: neurofísca, neurocognitiva, neurolingüística, y socio-emocional.",Pesas
253,Dinamic Fitness Zona Portales,Guatemala - Guatemala,3a Avenida 10-10 Zona 17 ,tel:+(502) 2217-1111,https://directorio.guatemala.com/listing_reports.php?report=website&id=52344,"Dinamic es un concepto nuevo de fitness, un lugar donde nos encanta subirte el ánimo. No te juzgamos, no importa si eres experto o tu primera vez en un gimnasio, te hacemos sentir bien en un ambiente motivador y accesible.",Pesas
254,Futeca Sport Gym Pradera Concepción,Guatemala - Guatemala,"Km 15.5 Carretera a El Salvador, ",tel:+(502) 2366-8052,https://directorio.guatemala.com/listing_reports.php?report=website&id=52160,Futeca Sport Gym Pradera Concepción cuenta con los mejores programas para que cumplas tus objetivos de manera efectiva y segura. Formamos parte de una cadena deportiva que incluye gimnasios y canchas deportivas. Visita tu sede Futeca más cercana.,Pesas
255,Vertical Shapes,Guatemala - Guatemala,"2da. Calle 23-51 Zona 15, Vista Hermosa I",tel:+(502) 2369-8775,https://directorio.guatemala.com/listing_reports.php?report=website&id=427,"Vertical Shapes es una academia especializada en Pole Fitness y acrobacias aéreas, dirigido al 100% para mujeres que desean ejercitar y tonificar su cuerpo, siempre de una forma entretenida y logrando un aumento en la autoestima de cada una.

El Pole Dance está dirigido a mujeres que desean ejercitar y tonificar su cuerpo de una forma entretenida y logrando aumento en la autoestima.",Pole Dance
256,Scandinavia Gym Galerías Primma,Guatemala - Guatemala,Calzada Roosevelt 14-82 Zona 7,tel:+(502) 2474-2815,https://directorio.guatemala.com/listing_reports.php?report=website&id=2029,"Scandinavia Gym inicó en 1992 atentiendo a la necesidad de los guatemaltecos de un servicio de salud que formara mentes y cuerpos saludables a través de ejercicio constante y practicado de una manera correcta.

Hoy en día la cadena cuenta con 12 gimnasios incluyendo ubicaciones en las arterias principales de la ciudad de Guatemala y sus suburbios, y cuatro localidades en las ciudades principales del interior del país.

La misión de Scandinavia es lograr las metas de todos sus clientes brindando la mejor ubicación, tecnología de punta y asesoría.","TRX
                                    

                                                                                                                                ,
                                                                                                                            Zumba
                                    

                                                                                                                                ,
                                                                                                                            Pesas
                                    

                                                                                                                                 y
                                                                                                                            Pilates"
257,World Gym Roosevelt,Guatemala - Guatemala,Calz. Roosevelt 21-01 Zona 7,tel:+(502) 2243-0000,https://directorio.guatemala.com/listing_reports.php?report=website&id=1864,"Ubicado en el Centro Comercial Gran Vía, World Gym Roosevelt cuenta con una piscina semi-olímpica bajo techo y climatizada con programas de natación para niños y adultos, área de pesas y equipo selectorizado, equipo cardiovascular que incluye bandas, elípticas y escaladoras.

También posee un área para clases de entrenamiento metabólico (FIT), un salón de cycling, dos salones de clases de grupo, clínica de nutrición y de orientación, instructores capacitados y certificados en cada una de las diferentes disciplinas del fitness, una cafetería y área de estar para que disfrutes de un nuevo estilo de vida saludable.",Pesas
258,Scandinavia Gym Metronorte,Guatemala - Guatemala,"Calz. Marsical Zavala, 11 Avenida 00-92 Zona 17",tel:+(502) 2269-5605,https://directorio.guatemala.com/listing_reports.php?report=website&id=2037,"Scandinavia Gym inicó en 1992 atentiendo a la necesidad de los guatemaltecos de un servicio de salud que formara mentes y cuerpos saludables a través de ejercicio constante y practicado de una manera correcta.

Hoy en día la cadena cuenta con 12 gimnasios incluyendo ubicaciones en las arterias principales de la ciudad de Guatemala y sus suburbios, y cuatro localidades en las ciudades principales del interior del país.

La misión de Scandinavia es lograr las metas de todos sus clientes brindando la mejor ubicación, tecnología de punta y asesoría.","Pesas
                                    

                                                                                                                                ,
                                                                                                                            Pilates
                                    

                                                                                                                                ,
                                                                                                                            TRX
                                    

                                                                                                                                 y
                                                                                                                            Zumba"
259,Gimnasio Curves Antigua,Guatemala - Guatemala,"Salida a Ciudad Vieja No. 25, Hotel Real Plaza",tel:+(502) 7832-0770,https://directorio.guatemala.com/listing_reports.php?report=website&id=1816,Curves es el centro de fitness más grande del mundo diseñado especialmente para mujeres. Puedes perder peso con solo 30 minutos diarios 3 veces a la semana.,"Zumba
                                    

                                                                                                                                ,
                                                                                                                            TRX
                                    

                                                                                                                                 y
                                                                                                                            Pilates"
260,Equinox Gym Santa Amelia,Guatemala - Guatemala,"Blvd. Hospital Militar 13-27, Zona 16",tel:+(502) 2261-0572,https://directorio.guatemala.com/listing_reports.php?report=website&id=288,"Equinox Gym es más que un gimnasio, es un estilo de vida. Con tres sucursales en las áreas más importantes del país, Equinox espera satisfacer a todos sus clientes con excelentes resultados.",Pesas
261,Alive Gimnasio Boutique,Guatemala - Guatemala,Diagonal 6 12-42 zona 10,tel:+(502) 2206-8000,https://directorio.guatemala.com/listing_reports.php?report=website&id=292,"Brindamos una atmósfera amigable, espacios cómodos, seguros y servicio fantástico para practicar ejercicio inspirador. Sportfit, Alivefit, Yoga y HIIT one on one, son nuestros programas de ejercicio diseñados para motivar hasta aquellos que el ejercicio nunca ha sido su fuerte.

Adicionalmente a las áreas de entrenamiento, contamos un un restaurante de comida ligera y saludable el ""KIWI Lounge"" y vestidores limpios y elegantes que harán que disfrutes cada visita a Alive al máximo.","Pilates
                                    

                                                                                                                                ,
                                                                                                                            TRX
                                    

                                                                                                                                ,
                                                                                                                            Yoga
                                    

                                                                                                                                 y
                                                                                                                            Pesas"
262,Mix Fun Fitness,Guatemala - Guatemala,Km. 14 Carretera a El Salvador,tel:+(502) 6685-2344,,"Con Mix Fun Fitness únete a la fiesta. Ve por lo saludable, diviértete y ponte en forma. Olvida el ejercicio, solo piérdete en la original fiesta de baile fitness.","Pesas
                                    

                                                                                                                                ,
                                                                                                                            Zumba
                                    

                                                                                                                                 y
                                                                                                                            Pilates"
263,180 Grados Fitness,Guatemala - Guatemala,Km. 22.5 Carretera a El Salvador,tel:+(502) 6662-5087,https://directorio.guatemala.com/listing_reports.php?report=website&id=2228,"180 Grados Fitness tiene como objetivo fundamental dirigir un entrenamiento funcional que genere un mejor rendimiento físico, mayor coordinación, agilidad y también un mayor gasto de calorías por minuto. 

El entrenamiento funcional es el nuevo secreto del fitness, se ha convertido en la base de cualquier entrenamiento y tiene como objetivo el entrenamiento del movimiento del cuerpo en todos sus ejes y en sus rangos de movimiento natural.","Crossfit
                                    

                                                                                                                                 y
                                                                                                                            TRX"
264,Cosenza,Guatemala - Guatemala,Km. 18.9 Carretera San José Pinula,tel:+(502) 6634-6823,https://directorio.guatemala.com/listing_reports.php?report=website&id=526,"A una edad muy temprana, Helio Gracie aprendió las técnicas del Jiu-Jitsu Japonés tradicional con su hermano mayor, Carlos. A fines de los años 1920, comenzó a modificar estas técnicas para adaptarlas a su físico débil con el propósito de desarrollar un sistema que le permitiera defenderse de contrincantes de mayor estatura.

Luego de varios años de perfeccionamiento, pudo demostrar la efectividad de su arte al derrotar regularmente a contrincantes más fuertes y más corpulentos, algunos de los cuales pesaban más de 100 libras más que él. Como consecuencia de ello, las técnicas de Helio se convirtieron rápidamente en la nueva expresión del jiu-jitsu en Brasil y abrieron el camino para una revolución mundial en las artes marciales.",Artes Marciales
265,YogAntigua,Guatemala - Guatemala,1ra Avenida Sur #6,tel:+(502) 5251-4809,https://directorio.guatemala.com/listing_reports.php?report=website&id=51884,"YogAntigua es la mejor opción que puedes elegir al momento de hacer ejercicio. Cuentan con equipo especializado, instructores calificados y la mejor disposición para que los visites. Mantén en armonía tu cuerpo y mente con YogAntigua",Yoga
266,Boom Kettlebell Plaza Varietá,Guatemala - Guatemala,Blvd. Landívar Zona 16,tel:+(502) 2333-9772,https://directorio.guatemala.com/listing_reports.php?report=website&id=289,"Nuestro personal es altamente capacitado con certificados obtenidos en los EEUU. Contamos con herramientas nunca antes vistas en Guatemala para mejorar la condición física. 

Boom Kettlebell incrementa la flexibilidad, fuerza y tonifica los músculos. Fortalece las articulaciones convirtiéndolo en una excelente herramienta para cualquier deporte o terapia de recuperación de lesiones, además de ser excelente para tratar y corregir la espalda y postura en general.","TRX
                                    

                                                                                                                                 y
                                                                                                                            Calisthenics"
267,Ka Synergy,Guatemala - Guatemala,18 Calle 15-51 Zona 13,tel:+(502) 2362-6530,https://directorio.guatemala.com/listing_reports.php?report=website&id=553,"Ka Synergy es un concepto de formación con artes marciales y fitness, para toda la familia. Hay programas apropiados para cada etapa del desarrollo.

Utilizamos la licencia Skillz y Hyper para nuestros programas de arte marcial dividiendo las etapas del desarrollo del alumno en edades y ventanas especificas",Artes Marciales
268,Active Zone,Guatemala - Guatemala,Boulevard Hospital Militar Centro Comercial ,tel:+(502) 2255-8054,https://directorio.guatemala.com/listing_reports.php?report=website&id=10050,"Active Zone es el resultado de un proyecto familiar que busca prestar un servicio personalizado e individual. Se inician los ejercicios por muchas razones: salud, bienestar, prescripción médica, peso, para afirmar y tonificar. 

Con un equipo adecuado de instructores certificados y calificados, utilizando las rutinas más modernas y efectivas, un ambiente agradable acogedor y una  supervisión personalizada, acompañados por dos nutricionistas que ven mensualmente a cada alumno, no hay duda que todo eso que esperamos lograr con el ejercicio lo tendremos en ACTIVE ZONE.","Pilates
                                    

                                                                                                                                ,
                                                                                                                            Pole Dance
                                    

                                                                                                                                 y
                                                                                                                            TRX"
269,Exerzone,Guatemala - Guatemala,"Blvd. San Cristóbal, 5a. Avenida 3-05 Sector A-3",tel:+(502) 2246-5555,https://directorio.guatemala.com/listing_reports.php?report=website&id=1585,"Health, fun and fitness! Comienza una nueva vida en Exerzone, el gimnasio que te ofrece salud, diversión y mucho más. Clases de baile, aeróbicos, zumba, insanity, pilates, pole dance y otras actividades para ti.","Pesas
                                    

                                                                                                                                 y
                                                                                                                            TRX"
270,Scandinavia Gym Zona 9,Guatemala - Guatemala,Blvd. Liberación 6-31 Zona 9,tel:+(502) 2377-3012,https://directorio.guatemala.com/listing_reports.php?report=website&id=2036,"Scandinavia Gym inicó en 1992 atentiendo a la necesidad de los guatemaltecos de un servicio de salud que formara mentes y cuerpos saludables a través de ejercicio constante y practicado de una manera correcta.

Hoy en día la cadena cuenta con 12 gimnasios incluyendo ubicaciones en las arterias principales de la ciudad de Guatemala y sus suburbios, y cuatro localidades en las ciudades principales del interior del país.

La misión de Scandinavia es lograr las metas de todos sus clientes brindando la mejor ubicación, tecnología de punta y asesoría.","Pesas
                                    

                                                                                                                                ,
                                                                                                                            TRX
                                    

                                                                                                                                 y
                                                                                                                            Zumba"
271,Dinamic Fitness Roosevelt,Guatemala - Guatemala,Calzada Roosevelt 25-09 Zona 7 ,tel:+(502) 2217-1111,https://directorio.guatemala.com/listing_reports.php?report=website&id=52342,"Dinamic es un concepto nuevo de fitness, un lugar donde nos encanta subirte el ánimo. No te juzgamos, no importa si eres experto o tu primera vez en un gimnasio, te hacemos sentir bien en un ambiente motivador y accesible.",Pesas
272,The Fit Center,Guatemala - Guatemala,"Blvd. Rafael Landivar, 10-05 Zona 16",tel:+(502) 2493-7666,https://directorio.guatemala.com/listing_reports.php?report=website&id=744,"The Fit Center es un concepto integral de gimnasio personalizado en Paseo Cayalá. Programas integrales: clases de ejercicios, suplementos, nutrición, y quiropráctica.

En una clase de 45 minutos, estarás haciendo ejercicios funcionales y de aislamiento muscular que tienen además gran impacto en tu metabolismo, por lo que estarás quemando calorías hasta 48 horas después de entrenar.","Pesas
                                    

                                                                                                                                ,
                                                                                                                            Pilates
                                    

                                                                                                                                 y
                                                                                                                            TRX"
273,AMSI CrossFit,Guatemala - Guatemala,"8a. Avenida 9-28, Ciudad San Cristóbal",tel:+(502) 2480-1592,https://directorio.guatemala.com/listing_reports.php?report=website&id=12107,"AMSI CrossFit pertenecemos a la Comunidad de Crossfit como el quinto “box” afiliado en Guatemala. La comunidad sigue creciendo en nuestro país y estamos emocionados por encontrar potenciales crossfiteros.

Contamos con personal certificado para impartir las clases de inducción básica para formarte, guiarte y entrenarte durante las clases diarias.",Crossfit
274,Xtream Gym,Guatemala - Guatemala,6a. Avenida 6-63 Zona 10,tel:+(502) 2278-9325,https://directorio.guatemala.com/listing_reports.php?report=website&id=1212,"Nuestro gimnasio ofrece un entrenamiento por medio del acondicionamiento físico general que incluye la pérdida de peso y preparación física para mejorar el rendimiento en cualquier deporte.

Se realiza por medio de ejercicios con cambios de intensidad, trabajando con ejercicios aeróbicos y anaeróbicos, ejercicios de desarrollo de la fuerza con el uso del peso corporal, carrera, desarrollo de la coordinación, flexibilidad y explosividad del movimiento muscular.","Boxeo
                                    

                                                                                                                                 y
                                                                                                                            Artes Marciales"
275,Micheo Boxing by Futeca Oakland Mall,Guatemala - Guatemala,"Diagonal 6, 13-01 zona 10",tel:+(502) 2336-5569,,"En Micheo Boxing by Futeca somos una academia de boxeo diferente, ya que brindamos un servicio personalizado y tenemos el aval de la Federación Nacional de Boxeo de Guatemala. Contamos con el equipo completo y las instalaciones adecuadas para ti.

Nuestro objetivo es crear una condición fisica. Que nuestros estudiantes aprendan a boxear. Mejorar su estilo de vida, resistencia y fuerza. Eliminar estres y % de grasa",Boxeo
276,The Boxing Club,Guatemala - Guatemala,"20 calle 25-85, Zona 10",tel:+(502) 2363-3026,https://directorio.guatemala.com/listing_reports.php?report=website&id=490,"The Boxing Club es una escuela de boxeo enfocada en ofrecer instrucción de boxeo como fitness para lograr disciplina, quema de grasa, eliminación de estrés y defensa personal.",Boxeo
277,Asha Shala,Guatemala - Guatemala,5a. Avenida 20-42 Zona 14,tel:+(502) 2367-2698,https://directorio.guatemala.com/listing_reports.php?report=website&id=757,"Aquí puedes encontrar la herramienta que necesitas para una sanación física, psicológica y espiritual. 

Ofrecemos Yoga, Qi Cong, Shiatsu, Medicina China, Acupuntra, Network Spinal Analysis, Baras, Reiki, Consulta de Numerología, Cartas Astrales, Café y Tienda de Yoga.",Yoga
278,Schumanns Sporta,Guatemala - Guatemala,Km. 18.5 Carretera a El Salvador,tel:+(502) 6633-9623,https://directorio.guatemala.com/listing_reports.php?report=website&id=3438,"La misión de Schumanns Sporta es formar a personas con valores y actitud positiva hacia cualquier situación, enseñar el camino de la disciplina sin maltrato, para alcanzar el éxito. Enseñamos artes marciales para cualquier edad.",Artes Marciales
279,Sense Crossfit,Guatemala - Guatemala,9 Avenida 16-03 zona 10,tel:+(502) 2366-5836,https://directorio.guatemala.com/listing_reports.php?report=website&id=5447,Sense Crossfit es un centro de fuerza y acondicionamiento físico con metodología CrossFit. ¡Mejoramos TU Vida!,"Crossfit
                                    

                                                                                                                                 y
                                                                                                                            TRX"
280,Xsport Fitness Center,Guatemala - Guatemala,"Calz. Aguilar Batres, 37-95 Zona 12",tel:+(502) 2476-9841,,"En Xsport Fitness Center son por excelencia más que un gimnasio. Encontrarás la mejor asesoría, promociones y actividades para lograr tus metas.","Pesas
                                    

                                                                                                                                 y
                                                                                                                            TRX"
281,Scandinavia Gym Las Luces,Guatemala - Guatemala,Km 13.1 Carretera a El Salvador ,tel:+(502) 2269-5603,https://directorio.guatemala.com/listing_reports.php?report=website&id=2031,"Scandinavia Gym inicó en 1992 atentiendo a la necesidad de los guatemaltecos de un servicio de salud que formara mentes y cuerpos saludables a través de ejercicio constante y practicado de una manera correcta.

Hoy en día la cadena cuenta con 12 gimnasios incluyendo ubicaciones en las arterias principales de la ciudad de Guatemala y sus suburbios, y cuatro localidades en las ciudades principales del interior del país.

La misión de Scandinavia es lograr las metas de todos sus clientes brindando la mejor ubicación, tecnología de punta y asesoría.","TRX
                                    

                                                                                                                                ,
                                                                                                                            Zumba
                                    

                                                                                                                                ,
                                                                                                                            Pesas
                                    

                                                                                                                                 y
                                                                                                                            Pilates"
282,Pure Yoga,Guatemala - Guatemala,Diagonal 35 Blvd. Austriaco,tel:+(502) 2491-4240,https://directorio.guatemala.com/listing_reports.php?report=website&id=438,"El Yoga restablece el equilibrio, la simetría del cuerpo, aumenta la flexibilidad y reduce dolores. Únete a la familia de Pure Yoga y disfruta de una vida saludable.",Yoga
283,Urban Yoga,Guatemala - Guatemala,"Km 15.5 Carr. a El Salvador, Edificio Plaza Concep",tel:+(502) 4622-0497,,"Urban Yoga es un estudio en Carretera a El Salvador ofreciendo clases de Yoga de diferentes tipos: Vinyasa, Align & Flow, Hatha, Slow Flow, Ashtanga y clases estilo Mysore. Atrévete a algo fuera de lo convencional y divertido. Urban Yoga te invita a visitarlos.",Yoga
284,Zenith Training Center,Guatemala - Guatemala,"18 avenida ""A"", 1-17 Vista Hermosa II, Zona 15",tel:+(502) 2310-0546,https://directorio.guatemala.com/listing_reports.php?report=website&id=357,¡Ya olvídate de los gimnasios convencionales! Somos la forma inteligente de transformar tu cuerpo.,"TRX
                                    

                                                                                                                                ,
                                                                                                                            Calisthenics
                                    

                                                                                                                                 y
                                                                                                                            Pilates"
285,Curves Las Puertas,Guatemala - Guatemala,Centro Comercial Las Puertas,#ubicacion,,Gimnasio Curves también está ubicado en el Centro Comercial Las Puertas en San Lucas Sacatepéquez.,"Pilates
                                    

                                                                                                                                ,
                                                                                                                            TRX
                                    

                                                                                                                                 y
                                                                                                                            Zumba"
286,Adorarte,Guatemala - Guatemala,"4a. calle 23-40, Kaminal Juyu 1",tel:+(502) 2474-0562,,"Adorarte es una Academia Cristiana de Baile nuestra visión es ser un canal de Dios para preparar adoradores en espíritu y verdad que sean formados y levantados como líderes y ministros de Dios avivando sus dones y talentos. Equipando sus tres áreas: espíritu, alma y cuerpo, alcanzando así una relación personal y genuina con El amado y cumplir con excelencia la edificación del cuerpo de Cristo y la gran comisión.",Academias de Baile
287,Curves Zona 15,Guatemala - Guatemala,"1a. Calle 22-13 Zona 15, Vista Hermosa II",tel:+(502) 2369-2622,https://directorio.guatemala.com/listing_reports.php?report=website&id=1841,"Curves trabaja los principales grupos musculares con un entrenamiento completo de 30 minutos que combina ejercicio de fuerza y actividad cardiovascular sostenida a través de equipos de resistencia hidráulica. 

Curves también trabaja para ayudar a las mujeres a perder peso, obtener fuerza muscular y capacidad aeróbica y aumentar el metabolismo con su innovador y científicamente probado método que termina con la necesidad de dietas permanentes. 

Gary y Diane Heavin fundadores son considerados como innovadores del fenómeno que ha facilitado ejercitarse a más de 4 millones de mujeres en todo el mundo, muchas de las cuales están en el gimnasio por primera vez. Con 10.000 clubs en 89 países, Curves es la franquicia de fitness más grande del mundo.","Yoga
                                    

                                                                                                                                ,
                                                                                                                            Zumba
                                    

                                                                                                                                 y
                                                                                                                            Pilates"
288,Bizzu Aesthetics,Guatemala - Guatemala,11 Calle 1-86 ,tel:+(502) 2441-9193,https://directorio.guatemala.com/listing_reports.php?report=website&id=14934,"Bizzu Aesthetics Club es el único medical spa en Latinoamérica que cuenta con la más avanzada maquinaria para ofrecer los mejores tratamientos médicos estéticos. 

Estamos en constante actualización de nuestras máquinas y nuestra tecnología está patentada y es aprobada por la FDA. Cada tratamiento que se ofrece es personalizado (ya que cada cuerpo, cada piel es única) y cuenta con la asesoría y supervisión de un cirujano plástico.","Centros de Depilación
                                    

                                                                                                                                ,
                                                                                                                            Clínicas de Adelgazamiento
                                    

                                                                                                                                ,
                                                                                                                            Saunas
                                    

                                                                                                                                ,
                                                                                                                            Spa
                                    

                                                                                                                                 y
                                                                                                                            Yoga"
289,Okinawan Goju Ryu,Guatemala - Guatemala,Avenida Las Américas 17-16,tel:+(502) 2334-5697,https://directorio.guatemala.com/listing_reports.php?report=website&id=7695,"Okinawan Goju Ryu en Guatemala es dojo que desde 1987 enseña esta disciplina, dirigida por el Sensei Fernando Ramírez desde hace más de 23 años.

Sensei Ramirez obtuvo su cinta negra en 1977 bajo la guía y organización del Master Seikichi Toguchi, alumno directo de Master Chojun Miyagi. Sensei Ramirez viajó a Okinawa, China, India, Nepal. Aparte de karate, aprendió acupuntura y tai-chi-chuan estilo Chen.","Academias Deportivas
                                    

                                                                                                                                 y
                                                                                                                            Artes Marciales"
290,Akasha Yoga Centro Holístico,Guatemala - Guatemala,8a. Calle 28-00 Zona 11,tel:+(502) 2473-7844,https://directorio.guatemala.com/listing_reports.php?report=website&id=415,"Akasha Yoga Centro Holístico, abre las puertas para ser un lugar donde se encuentran diferentes métodos para tener una vida integral, uniendo el bienestar emocional, espiritual, físico y mental.

Akasha, es el simbolismo del elemento éter o espacio, es una palabra escrita en sánscrito cuya raíz quiere decir brillar y a veces se aplica al cielo.","Yoga
                                    

                                                                                                                                 y
                                                                                                                            TRX"
291,OB CrossFit,Guatemala - Guatemala,23 Calle 14-75 Zona 4 ,tel:+(502) 2333-0512,https://directorio.guatemala.com/listing_reports.php?report=website&id=487,"En OB CrossFit somos un centro de crossfit ubicado en Condado Naranjo de la Ciudad de Guatemala, contamos con las mejores instalaciones y el mejor equipo que hará que los resultados deseados se vean en muy poco tiempo.",Crossfit
292,CrossFit 502 Zona 16,Guatemala - Guatemala,Blvd. Austriaco 37-01 Zona 16,tel:+(502) 5872-6989,https://directorio.guatemala.com/listing_reports.php?report=website&id=3447,"En CrossFit 502 nos enfocamos en que nuestros miembros alcancen un nivel más alto de acondicionamiento físico y desempeño general, con un programa de entrenamiento diferente, divertido y que genera resultados.

Nuestra filosofía se basa en entrenamientos personalizados en un ambiente grupal, con entrenadores certificados que guiarán cada una de las sesiones. Los resultados de nuestros miembros, son el reflejo del esfuerzo y sacrificio que entregan en cada entreno.",Crossfit
293,Academia de Baile bailamos,Guatemala - Guatemala,8 Calle 20-70,tel:+(502) 2474-3727,,,Academias de Baile
294,Salsa in Motion Academy,Guatemala - Guatemala,"8 Calle 28-00, Zona 11 ",tel:+(502) 4215-1875,https://directorio.guatemala.com/listing_reports.php?report=website&id=522,"Salsa in Motion Academy es la mejor academia de Baile & Fitness en Guatemala. Si lo que quieres es aprender a bailar, has venido al lugar correcto. Además de salsa, con nosotros también podrás aprender a bailar bachata y tomar clases de Zumba Fitness.

Salsa In Motion Academy es arte, pasión, crecimiento, movimiento y vida. Promovemos y buscamos desarrollar en las personas su estado físico, psicológico y dancístico por medio de la interpretación y expresión musical.","Academias de Baile
                                    

                                                                                                                                 y
                                                                                                                            TRX"
295,CrossFit Habit,Guatemala - Guatemala,17 Avenida 24-45 Zona 11,tel:+(502) 5599-9990,https://directorio.guatemala.com/listing_reports.php?report=website&id=258,"CrossFit es un programa de entrenamiento con ejercicios funcionales con entrenamientos de alta intensidad y corta duración. 

CrossFit HABIT nace con la idea de buscar moldear continuamente de manera segura, eficiente y eficaz la práctica de este deporte y aumentar la capacidad de trabajo de nuestros atletas a través del tiempo haciendo de CrossFit un estilo de vida.",Crossfit
296,World Gym Pradera,Guatemala - Guatemala,Blvd. Los Próceres 25-74 Zona 10,tel:+(502) 2423-6000,https://directorio.guatemala.com/listing_reports.php?report=website&id=257,"En World Gym contamos con un centro de orientación que te guiará desde tu primer día, una clínica de nutrición que te enseñará a alimentarte de una manera más saludable a través del programa Fitness Coaching System, dos salones de clases grupales para que tu entrenamiento sea una experiencia diferente cada día, una piscina semi-olímpica bajo techo con programas de natación para niños y adultos.

Además de eso, siempre estarás guíado por instructores capacitados en el tema del fitness y nutrición que te brindarán la asesoría que necesitas para lograr un estilo de vida diferente a través de la dedicación y la perseverancia.",Pesas
297,Boom Gym,Guatemala - Guatemala,"15 Avenida 6-01, Century Plaza Nivel 4 Local 403",tel:+(502) 2362-0708,https://directorio.guatemala.com/listing_reports.php?report=website&id=15128,"En Boom Gym nuestro personal está altamente capacitado con certificados obtenidos en los EEUU. Contamos con herramientas nunca antes vistas en Guatemala para mejorar la condición física. 

Boom Gym es la herramienta mas rústica, efectiva y exigente del planeta. Se enfoca en crear resistencia, moldeando y fortaleciendo casi todos los músculos del cuerpo. Incrementa flexibilidad, fuerza y tonifica los músculos.",Crossfit
298,Casa San Juan,Guatemala - Guatemala,"3a Avenida Norte, Número 18 San Juan Del Obispo, ",tel:+(502) 7830-6799,https://directorio.guatemala.com/listing_reports.php?report=website&id=51983,"Casa San Juan es un hotel, restaurante y escuela de yoga que te ayudará a mantenerte en forma y relajado. Ellos manejan el estilo Ayurveda, que es una forma alternativa de medicina y curación. Visita Casa San Juan ubicada en Sacatepéquez.","Hoteles
                                    

                                                                                                                                 y
                                                                                                                            Yoga"
299,OM Yoga,Guatemala - Guatemala,6ta. Avenida 20-42 zona 10,tel:+(502) 2333-4310,https://directorio.guatemala.com/listing_reports.php?report=website&id=260,"Para OM Yoga, el yoga es el camino para evolucionar y dejar de sufrir. Vivimos en un mundo donde todo nos bloquea de la verdadera felicidad interna y al hacer yoga abrimos un espacio hacia nuevas posibilidades que nos da la vida.

Nuestro equipo está conformado por instructores y asistentes capacitados para asistirte y ayudarte en el camino que hoy inicias en OM. Cada profesor lleno de luz, está certificado en su estilo de yoga para servirte como un guía en tu práctica personal al entrar por las puertas de nuestro estudio.",Yoga
300,World Gym SanKris,Guatemala - Guatemala,"Blvd. San Cristóbal, 3a. Calle 6-72 Sector A-3",tel:+(502) 2424-4848,https://directorio.guatemala.com/listing_reports.php?report=website&id=1865,"Ubicado en el Centro Comercial más moderno, más seguro y en el mejor punto de San Cristóbal, World Gym SanKris cuenta con estacionamiento bajo techo, seguridad y con acceso directo al gimnasio sin necesidad de ingresar al comercial.

Además, posee una piscina semiolímpica de 4 carriles, climatizada y bajo techo con programas de natación tanto para niños como para adultos, un salón con el equipo más moderno para entrenamiento funcional metabólico, un salón de clases de cycling, salón para las diferentes clases de grupo como baile, kick-boxing, aeróbicos, etc., un salón especial para clases de Pilates Reformer y Mind & Body. Instructores capacitados y certificados en cada una de las disciplinas del fitness.","Pesas
                                    

                                                                                                                                ,
                                                                                                                            TRX
                                    

                                                                                                                                ,
                                                                                                                            Zumba
                                    

                                                                                                                                 y
                                                                                                                            Crossfit"
301,Scandinavia Gym El Frutal,Guatemala - Guatemala,Blvd. El Frutal 14-00 Zona 5,tel:+(502) 2277-9297,https://directorio.guatemala.com/listing_reports.php?report=website&id=2030,"Scandinavia Gym inicó en 1992 atentiendo a la necesidad de los guatemaltecos de un servicio de salud que formara mentes y cuerpos saludables a través de ejercicio constante y practicado de una manera correcta.

Hoy en día la cadena cuenta con 12 gimnasios incluyendo ubicaciones en las arterias principales de la ciudad de Guatemala y sus suburbios, y cuatro localidades en las ciudades principales del interior del país.

La misión de Scandinavia es lograr las metas de todos sus clientes brindando la mejor ubicación, tecnología de punta y asesoría.","Pesas
                                    

                                                                                                                                ,
                                                                                                                            TRX
                                    

                                                                                                                                 y
                                                                                                                            Zumba"
